document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
175,22/6/2022 2:00,Avine Fokkens,Province of Fryslan,178,,,,***,,,"The action plan will identify exactly what specific bottlenecks there are and where the priorities lie to combat nuisance. The province is still waiting to form and adopt an action plan, deputy Avine Fokkens said on Tuesday. ""We are waiting for the new Environmental Act.""",,,1,1181,1453,,,1,,FrieschDagblad,
177,7/4/2022 2:00,Jan Teade Kooistra,LTO Noord,179,,,,***,,,"Jan Teade Kooistra of LTO Noord said this on Wednesday evening during a meeting of Members of Parliament about the new Environmental Regulation. It states that expansion close to such nature, which is mainly located in Southeast Friesland, is prohibited without an environmental permit. “That will result in additional costs and procedures. We like that, because the nitrogen issue is already causing significant administrative problems,"" says Kooistra.",,,1,496,949,,,1,,FrieschDagblad,
177,7/4/2022 2:00,Arnoud de Vries,Frisland Environmental Federation,180,,,,***,,,"Arnoud de Vries of the Frisian Environmental Federation was disappointed with the two hectares that goat and pig farms and other non-land-based farms are allowed to expand under the new rules. In the old regulation it was one and a half
hectares. ""This is not in keeping with the natural
inclusivity that the province says it strives for.""",,,1,1602,1941,,,1,,FrieschDagblad,
177,7/4/2022 2:00,Avine Fokkens,Province of Fryslan,181,,,,***,,,"Deputy Avine Fokkens acknowledged that the new rules are less strict in places than the current ones. ""It fits in with the philosophy of the new Environmental Act not to assume 'no, that is not possible, unless', but 'yes, it is possible, provided.' It offers municipalities more space for their own interpretation.""",,,1,2302,2618,,,1,,FrieschDagblad,
178,25/3/2021 1:00,LTO Noord (Agriculture Organization),LTO Noord,182,,,,***,,,"These proposals drew criticism from farmers' interest group LTO Noord. The question is whether these plans will go ahead, because the municipal council still has to express its wishes and reservations about this.",,,1,2110,2322,,,1,,FrieschDagblad,
179,3/11/2023 1:00,Buro Schout,Municipality of Leiden,183,,,,***,,,"Changes will come, with sustainability winning over the historical appearance. 'The Welstandsnota is being amended to expand the options for installing solar panels on roof surfaces with dormer windows in a protected cityscape', as an example is given.
Moreover, the rules in that offending memorandum will be easier to find for the residents of Leiden, probably via the municipality's website.
In the longer term, the entire welfare policy will be overhauled when the new Environmental Act comes into force.",,,1,1451,1959,,,1,,LeidschDagblad,
180,29/7/2021 2:00,Geert Diemer,Municipality of Katwijk,184,,,,***,,,"This is now changing, the councilor notes. Not only will residents around Schiphol have more opportunities to participate",,,1,1129,1250,,,1,,LeidschDagblad,
180,29/7/2021 2:00,Geert Diemer,Municipality of Katwijk,185,,,,***,,,"the new Environmental Act also offers opportunities, according to Diemer.
""To calculate noise pollution by an individual resident, flying noise will from now on be added to the noise production from other sources,"" he wrote to the municipal council. 'This provision will enable residents of Katwijk to take legal action and therefore place Schiphol under the authority of the judge. That was still a distant prospect two years ago. However, the judge will only be sensitive to objective measurement data.",,,1,1252,1756,,,1,,LeidschDagblad,
181,28/11/2019 1:00,National Obudsman,National Obudsman,186,,,,***,,,"And the National Ombudsman is counting on many complaints, because it is becoming unclear whether and when citizens can turn to the government with questions and conflicts.",,,1,2031,2203,,,1,,NRCNEXT,
182,30/12/2023 1:00,Peter de Ruyter,Peter de Ruyter(Landsciape Architect),187,,,,***,,,"According to De Ruyter, one of the biggest challenges the Netherlands will face in the coming decades is how to connect rural and urban areas. “That connection is necessary, given the available space. But that is a difficult puzzle to solve. Then it is good that there is legislation that provides an integral framework for this.""",,,1,574,904,,,1,,FrieschDagblad,
182,30/12/2023 1:00,Peter de Ruyter,Peter de Ruyter(Landsciape Architect),188,,,,***,,,"Also positive: citizens and companies are more likely to be involved in planning. “There is more room for participation and co-creation. What you often see happening now is that a municipality organizes an information evening for citizens when a plan has already more or less been finalized. Then there is actually no room for participation anymore.""
Not only are citizens involved at an earlier stage, health aspects of a new plan are also included in the new law. “The application of pesticides, for example, now falls between all regulations. This can play a more prominent role in decision-making from now on.""",,,1,1288,1902,,,1,,FrieschDagblad,
182,30/12/2023 1:00,Peter de Ruyter,,189,,,,***,,,"De Ruyter sees the Environmental Act as a good instrument, although the current polarization in the Netherlands, for example between nature and farmers' interests, is a factor to take into account. ""It's about an open conversation, listening to each other's points of view and being prepared to make adjustments. But it does start with knowledge. If you want to take all aspects into account, you must have the right knowledge: how has a landscape grown, what is the status of biodiversity, what is the influence of the changing groundwater level.""",,,1,3030,3578,,,1,,FrieschDagblad,
182,30/12/2023 1:00,Peter de Ruyter,Peter de Ruyter(Landsciape Architect),190,,,,***,,,"De Ruyter does not share that concern. ""In recent years, there has been enough clutter under the old laws and regulations. Just look at the numbness of the landscape along the highways. And objection procedures will remain possible in the future. The purpose of the law is that we sit down together at the start of a project, instead of something being pulled out of the hat and an industrial estate suddenly appearing in the landscape.""",,,1,4042,4479,,,1,,FrieschDagblad,
182,30/12/2023 1:00,Peter de Ruyter,Peter de Ruyter(Landsciape Architect),191,,,,***,,,"The new law also includes the so-called 'right to challenge' (rtc). A group of residents can take over tasks from the government if they think things can be improved. De Ruyter believes that transitional areas such as the eastern edge of the Alde Feanen and Rottige Meenthe are particularly suitable for RTC. “Now agriculture and nature are strictly separated. This does not work out well for either nature or agriculture. You hope that the right to challenge will stimulate young farmers in an area to jointly look at what the challenges are in an area and how to tackle them together.""",,,1,4480,5067,,,1,,FrieschDagblad,
184,30/7/2022 2:00,Johan Vollenbroek,Leeuwarden Mobilization for the Environment,192,,,,***,,,"""We don't want to wait for that. In the meantime, the provinces are doing nothing,"" said Vollenbroek.",,,1,1189,1290,,,1,,FrieschDagblad,
184,30/7/2022 2:00,Johan Vollenbroek,Mobilization for the Environment,193,,,,***,,,"The environmental club has also proposed a lower standard of three milligrams per cubic meter for the industry. ""The ammonia standard should actually have been lowered ten years ago,"" says Vollenbroek. ""It is very crooked that the government is now chasing farmers and meanwhile letting these ten companies go free.""",,,1,1923,2239,,,1,,FrieschDagblad,
185,28/4/2016 2:00,Alex Brenninkmeijer,National Obudsman,194,,,,***,,,The new Environmental Act opens doors. A law that will only become successful if the government makes room for citizen participation.,,,1,4888,5021,,,1,,NRCNEXT,
187,23/1/2020 1:00,Various Housing Experts,Various Housing Experts,195,,,,***,,,"'Many of the obstacles surrounding construction and housing have to do with consultation procedures or conflicting regulations. We will soon receive the new Environmental Act, which provides for more neighborhood participation in construction plans. Participation is a great asset, but I am afraid that this law will only create more complexity.",,,1,8707,9052,,,1,,deVolkskrant,
